"ID"	"State"	"InitialState"
"107"	"TCGA.DX.A48N"	"S03"	"IS03"
"108"	"TCGA.DX.A6BH"	"S03"	"IS03"
"109"	"TCGA.DX.A6YS"	"S03"	"IS03"
"110"	"TCGA.DX.A6YV"	"S03"	"IS03"
"111"	"TCGA.DX.A7EF"	"S03"	"IS03"
"112"	"TCGA.DX.A7EI"	"S03"	"IS03"
"113"	"TCGA.DX.A7EO"	"S03"	"IS03"
"114"	"TCGA.DX.A7EQ"	"S03"	"IS03"
"115"	"TCGA.DX.A7ER"	"S03"	"IS03"
"116"	"TCGA.DX.A8BJ"	"S03"	"IS03"
"117"	"TCGA.DX.A8BU"	"S03"	"IS03"
"118"	"TCGA.DX.AATS"	"S03"	"IS03"
"119"	"TCGA.DX.AB2H"	"S03"	"IS03"
"120"	"TCGA.DX.AB2J"	"S03"	"IS03"
"121"	"TCGA.DX.AB2Q"	"S03"	"IS03"
"122"	"TCGA.DX.AB2X"	"S03"	"IS03"
"123"	"TCGA.DX.AB30"	"S03"	"IS03"
"124"	"TCGA.DX.AB35"	"S03"	"IS03"
"125"	"TCGA.DX.AB36"	"S03"	"IS03"
"126"	"TCGA.DX.AB3A"	"S03"	"IS03"
"127"	"TCGA.DX.AB3B"	"S03"	"IS03"
"128"	"TCGA.DX.AB3C"	"S03"	"IS03"
"129"	"TCGA.FX.A3TO"	"S03"	"IS03"
"130"	"TCGA.FX.A8OO"	"S03"	"IS03"
"131"	"TCGA.HB.A3YV"	"S03"	"IS03"
"132"	"TCGA.IE.A6BZ"	"S03"	"IS03"
"133"	"TCGA.LI.A67I"	"S03"	"IS03"
"134"	"TCGA.LI.A9QH"	"S03"	"IS03"
"135"	"TCGA.MB.A5Y8"	"S03"	"IS03"
"136"	"TCGA.MJ.A850"	"S03"	"IS03"
"137"	"TCGA.MO.A47P"	"S03"	"IS03"
"138"	"TCGA.QC.AA9N"	"S03"	"IS03"
"139"	"TCGA.QQ.A5V2"	"S03"	"IS03"
"140"	"TCGA.QQ.A8VB"	"S03"	"IS03"
"141"	"TCGA.QQ.A8VH"	"S03"	"IS03"
"142"	"TCGA.SG.A6Z7"	"S03"	"IS03"
"143"	"TCGA.SI.A71Q"	"S03"	"IS03"
"144"	"TCGA.SI.AA8B"	"S03"	"IS03"
"145"	"TCGA.SI.AA8C"	"S03"	"IS03"
"146"	"TCGA.WK.A8XQ"	"S03"	"IS03"
"147"	"TCGA.WK.A8XT"	"S03"	"IS03"
"148"	"TCGA.X6.A8C4"	"S03"	"IS03"
"149"	"TCGA.X6.A8C7"	"S03"	"IS03"
"150"	"TCGA.X9.A973"	"S03"	"IS03"
"151"	"TCGA.Z4.A9VC"	"S03"	"IS03"
"152"	"TCGA.Z4.AAPF"	"S03"	"IS03"
"153"	"TCGA.Z4.AAPG"	"S03"	"IS03"
